nickname,add1,add2,add3,city,tel,area,tinno,mobile
KISAN TRACTORS - TALALA,"SHOP NO.1,","TIRUPATI COMPLED,","GUNDARAN ROAD,",Talala (Gir)   ,02877-220376   ,TALALA-GIR,,9426858003
KISHAN AUTO & ELECTRIC - MANGROL,,"JAIL ROAD,",,Mangrol 362 225,02878-223540   ,mangrol,,9904033749
KISHAN AUTO AGENCY -  MANSA," 5, GHANSHYAM SHOPPING CENTRE,","Vijapur Highway,",NEAR S.R. Petrol Pump ,Mansa   382 845 ,02763-  R-270506    ,MANSA, 24060200296 ,9824916277
KISHAN AUTO PARTS - DHANERA,"OPP. OLD PETROL PUMP,","DEESA ROAD,",,DHANERA 385 310,02748-222296   ,DHANERA,,9426373266
KISHAN AUTOMOBILES - RAJKOT,"NEAR BALASHRAM GATE,","GONDAL ROAD,", ,Rajkot  , 0281-225801      ,rajkot, 24090700666, 98240 44909 
KISHAN AUTOMOBILES. - VERAVAL,"BHALKA ROAD,",NEAR I.T.I., ,Veraval  362 265,"02876-241359,       ",VERAVAL, , 9426963875
KISHAN ENTERPRISE - NADIAD,"NEAR AMBICA GARAGE,","PIPLAJ CHOKDI,","N. H. NO.8,",Nadiad ,9909424707   ,NADIAD,NO TIN,9909424707
KISHAN TRACTOR CORPORATION - KESHOD,OPP. UNION BANK," STATION ROAD,", ,KESHOD  362 220 ,222638  R-231639 231640 9427424903,KESHOD, ,9427424903
KISHAN TRACTOR PARTS -  SARKHEJ,NEW INDIA ESTATE,"SANAND ROAD,",SARKHEJ,Ahmedabad 382 210 ,079-26890446   26891167    ,SARKHEJ, ," 9824324223 , 9426401958"
KISHAN TRACTOR PARTS - DHRANGADHRA,"OPP. NEW VEGETABLE MARKET,","ZALA ROAD,", ,Dhrangadhra 363 310 ,02754-283227 9427067606    ,DHRANGADHRA, , 9427067606
KISHAN TRACTOR PARTS - MANGROL," SHOP NO.10,",G.S.S. SHOPPING CENTRE,"  VERAVAL ROAD,",Mangrol 362 225 ,02878-225008      ,mangrol, , 9825736434
KISHAN TRACTOR PARTS - SURENDRANAGAR,"OPP. VIJAY TRASPORT,","MILAN CINEMA ROAD,",,Surendranagar   363 001,02752-226236 R-234481 R-224354 ,SURENDRANAGAR, ,
KISHAN TRACTOR SPARES -  VALSAD,"LAXMI CHAMBERS,","OPP. TARAN KUND,","BECHAR ROAD,",Valsad   396 001 ,02632-243885   R-257101    ,VALSAD, , 
KISHAN TRADERS - MAHUVA,"OPP.MEGHADOOT CINEMA,","MEGHADOOT CINEMA ROAD,", ,Mahuva    ,(02844)22443 (O ) 24269 (R)    ,MAHUVA, , 
KISHAN TRADING CO. - SURENDRANAGAR,"C/o. R.R. AUTO CENTRE,","DUDHREJ ROAD,","NR. VOHRA'S DEHLA,",Surendranagar   363 001,02752-254705   ,SURENDRANAGAR, ,
KISHAN TRADING CO. - UNA,"OPP. S. T. STAND,", , ,Una  ,(02875)O: 21198      ,UNA, , 
KISHOR AUTO PARTS - SIKKA PATIA,"NEAR NAGARJUN PETROL PUMP, ","SIKKA PATIA,", ,Sikka Patiya  361 140 ,       ,SIKKA PATIA, , 9909378886/9909330333
KISHOR AUTOMOBILES - DHORAJI,,"JETPUR ROAD,",,DHORAJI 360 410,02824-221092   ,DHORAJI,,
KISHOR MOTOR STORES - JAMNAGAR,"RANJEET ROAD,", , ,Jamnagar 361 001 ,(0288)-2677637 2677638    ,JAMNAGAR, 24100300764 ,9825211181
KIZ MOTORS - KANODAR,"NR.AVON HOTEL,", , ,Kanodar    385 520,"(02742)O-242086 ,R-241749  26891868  ",KANODAR, , 
KM ENGINEEING CO. - JAMNAGAR,"""KESAL""","PUJAB NATIONAL BANK STREET,",,Jamanagar   361 001,   ,JAMNAGAR,,
KMC AUTO PARTS - JAMNAGAR,"Plot No 2, Murlidhar Weigh Bridge,","HAPA,",,Jamanagar   ,0288 2570741  ,JAMNAGAR,24100302211,9067490674
KODINAR TALUKA KARIDH VECHAN SANGH LTD. -  KODINAR,"UNIT- 1 & 2,",JALARAM CHOWK, ,Kodinar 362 720 ,(02795)O-223560 223638 221464  222884 ,KODINAR, ,"92288757,92288707 "
KOHINOOR AUTOMOBILES -HIMATNAGAR,"5, ROYAL COMPLEX,","VIJAPUR ROAD,","OPP, NEAR R.T.O. OFFICE, HIMATNAGAR",Himat Nagar 383 001 ,02772-223434 R-244126    ,HIMMATNAGAR, ,"9824158508,9725868525"
KOHINOOR MOTORS PVT. LTD - HIMATNAGAR,"NEAR SABAR DAIRY,","OPP. CHETAK CEMENT GODOWN,", HAJIPUR,Himatnagar   383 001 ,"02772-226129 ,226483  R-244126  ",HIMMATNAGAR, , 94264 13249
KOMAL ENTERPRISE - SARKHEJ,"2-A, SOMNATH SOCIETY,","NEAR AMBICA PETROL PUMP,",SARKHEJ,Ahmedabad  ,   ,SARKHEJ,24073804540,
KRIMAL AUTO SPARES - VIRATNAGAR,"26, AMC COMPLEX,",VIRATNAGAR CHAR RASTA,"N. H. NO.8,  VIRATNAGAR",Ahmedabad 382 415,9825150316   ,NAROL,,9825150316
KRISH ENTERPRISE - CHANDKHEDA,"10, SURYANARAYAN SHOPPING CENTRE,","OPP. VISAT PETROL PUMP,",CHANDKHEDA,Ahmedabad  382 424,   ,CHANDKHEDA,24060304335,
KRISHNA  ENTERPRISE -  SARKHEJ,"38/6 SHITAL ESTATE,","Nr. SANAND RAILWAY CROSSING,", SARKHEJ,Ahmedabad  382 210 ,       ,SARKHEJ, , 
KRISHNA  MOTORS -  AHMEDABAD,"4,5 BODAKDEV SHOPPING CENTRE,","OPP. KADAMB BANGLOW,","VASTRAPUR,",Ahmedabad  380 015 ,2675 4049      ,AHMEDABAD, , 
KRISHNA AIR BRAKE SYSTEM - NAROL,"R R ESTATE,","NEAR ABUDANA HOTEL,","NAROL CHAR RASTA,",Ahmedabad  ,25711202 9825030585  ,NAROL,24075001476,9825030585
KRISHNA AUTO & TRACTOR PARTS - TALALA,"MINERVA CINEMA BUILDING,",SASAN ROAD,,Talala (Gir)  ,02877-223211   ,TALALA-GIR,,
KRISHNA AUTO - SURAT,"3-4,SARDAR PALACE,","PUNA KUMBHARIYA ROAD,","NEAR ANIL DYING,",Surat  ,       ,SURAT, , 
KRISHNA AUTO CENTRE -  UNA,"SHOP.NO - 8, MARKETING YARD,","OPP, BUS-STAND , BHAVNAGAR ROAD,",UNA ,UNA  362 560 ,"02875-221396, R-221141    ",UNA,24121400545,9825054222
KRISHNA AUTO ELECTRIC - MEHSANA,"45, ""RADHE RADHE"",OPP. DHUDHSAGAR DAIRY,","NEAR GURUDWARA, ","PALANPUR HIGHWAY,",Mehsana   384 002,02762-249744   ,Mehsana,24040704783,9898429832
KRISHNA AUTO PARTS -  AHMEDABAD,"UNITY CHAMBERS,","OPP. BJP OFFICE,",KHANPUR,Ahmedabad  380 001 ,       ,MIRZAPUR, , 
KRISHNA AUTO PARTS - ODHAV,"3, GAJRAWADI SOCITEY,","NEAR MANGALYA COMPLEX,","ODHAV RING ROAD, ODHAV",Ahmedabad  ,9426326195 9426326195  ,NARODA,24075110486,9426326195
KRISHNA AUTO PARTS - SIKKA PATIYA,"SHOP.NO - 6, KRISHNA COMPLEX,","OPP, NAGARJUN PETROL PUMP,","SIKKA PATIYA, ",Sikka Patiya  ,9427971282   ,SIKKA PATIA,NO TIN,"9427971282,9376286722"
KRISHNA AUTO PARTS - VADAGAM,"PATIDAR ESTATE,","DHANSURA ROAD,","TA. DHANSURA,",Vadagam   383 307,02774-277515 R-277282  ,VADAGAM, ,9426566091
KRISHNA AUTOMOBILES - BHARUCH,"1,2,3, KRISHNA ESTATE,","ZADESHWAR CHOKDI,","N.H. NO. 8,",BHARUCH   392 001,(02642)O-232445 R-230619  ,bharuch, ,94274 77376
KRISHNA AUTOMOBILES - GHODASAR,"SAHAJANAND COMPLEX,","OPP VAIBHAV HALL,","ISANPUR GHODASAR HIGHWAY NO 8,",Ahmedabad  380 050,55268329 R25731268  ,NAROL,24071900839,98798 54438
KRISHNA AUTOMOBILES - KAMREJ,"NR.DHARAM CINEMA,","SURAT ROAD,", ,Kamrej    ,       ,KAMREJ, , 
KRISHNA AUTOMOBILES - ODHAV,"Bhagwati Estate,","Near Odhav OCtroi Naka, OPP GIDC,","Kathwada, Odhav",Ahmedabad ,9824639135  9714548245  ,NARODA,24075101400,9824639135 / 9714548245
KRISHNA AUTOMOBILES - SIKKA PATIA,"NR. NAGARJUN PETROL PUMP,",OPP. J.J. MOTEL,"SHYAM GUEST HOUSE COMPOUND, SIKKA PATIA",Sikka Patiya  361 140,9727344821   ,SIKKA PATIA,,9377518787 /9727344821
KRISHNA AUTOMOBILES - SILVASA,"2, HAJI MANZIL,","OPP. POLICE STATION,","SILWASA VAPI ROAD,",SILVASA   396 230,   ,SAVLI, ,94271 54905
KRISHNA AUTOMOBILES - VASNA,"OPP. COMPANY PETROL PUMP,","VIHATNAGAR, ANJALI CHAR RASTA,",VASNA ROAD,Ahmedabad 380 007,26645365 9426426619 9426326195 ,SARKHEJ,,9426426619
KRISHNA AUTOMOBILES - VIJAPUR,"SHOP NO.38C, SARDAR ESTATE,","OPP.RELIANCE  PETROL PUMP,","HIGHWAY,",Vijapur   382 870,02763-309640   ,VIJAPUR, ,9825307475
KRISHNA AUTOMOBILES - WANKANER,"NATIONAL HIGHWAY 8-A,","CHANDRAPUR ROAD,",WANKANER,Ahmedabad  363621,9913048499 02828-220175  ,WANKANER,24092200683,9913048499
KRISHNA AUTOMOBILES. - BHUJ,"OPP.ARYASAMAJ MANDIR,","JAIN BHAVAN, ",LAL TEKRI ,BHUJ    370 001,       ,BHUJ, , 
KRISHNA CAR SPARES - MODASA,"NEAR JANATA PEROL PUMP,","SHAMLAJI ROAD (HAJIRA),",,Modasa   ,9727720746 9925856310  ,MODASA,NO TIN,9727720746/9925856310
KRISHNA CAR SPARES - VASTRAL,"7, ALOK BANGLOS, DIVISON - 3,","OPP KARNAVATI MEGA MALL,",VASTRAL,Ahmedabad  ,94264-26619 9426426614  ,NARODA,NO TIN,
KRISHNA ENTERPRISE - NARODA,"HIRAWADI,SHASTRI MARKET,","KALYAN MILL,","NARODA ROAD,",Ahmedabad  380 025 ,22745774      ,NARODA, , 
KRISHNA ENTERPRISE. - NAROL,"5, R.R. ESTATE,","Nr. LAKEVIEW HOTEL,","NAROL CHAR RASTA, NAROL",Ahmedabad  382 405 ,65218949  9227224445    ,NAROL,  24075000996, 9227224445
KRISHNA MARKETING - NADIAD,"MARUTI COMPLEX,","SHERKAND TALAV,","SOCIAL CLUB ROAD,",Nadiad   387 001,0268-2561228   ,NADIAD,,9825507621
KRISHNA MOTORS - AMRELI , ,OPP. S.T. STAND, ,Amreli   364 601 ,"(02792)21757,28 595(O) 21303(R)    ",Amreli, , 
KRISHNA MOTORS - CHANDKHEDA,"12, RATNAKALASH COMPLEX,","NEAR ORANGE MALL,",CHANDKHEDA,Ahmedabad  382424,9824374635 7383998801  ,CHANDKHEDA,NO TIN,"9824374635,7383998801"
KRISHNA MOTORS - KADI,"18,19, SIDDHRAJ SHOPPING CENTRE,","KARANNAGAR ROAD,",KADI,Kadi ,9924573996   ,KADI,NO TIN,9924573996
KRISHNA MOTORS - KHOLWAD,"OPP. SHRI AMBICA PETROL PUMP,","N. H. NO.8,", ,KHOLWAD  ,       ,Base Area, , 
Krishna Motors - Udalpur,SANDIP PATEL,"C/O.GOPAL SHAH,OPP. KHEDA DIST. BANK,","SEVALIA BAZAR,SEVALIA",Sevalia ,   ,SEVALIA,,
KRISHNA NUT BOLT CENTRE - ANAND,"OPP. ASHA CHAMBERS,","BALIAKAKA ROAD,",,Anand 388 001,9428403498   ,Anand, ,9428403498
Krishna Sales - Navrangpura," G-4, Banker House,"," Nr. Golden Triangle, Stadium Road,","Navrangpura,",Ahmedabad  383 001 , 69904500   9825380132   ,SOLA,24072902594, 9825380132
KRISHNA TRACTORS - RAJKOT,"DARSHAN COMPLEX,","OPP. J.K.MOTORS,","GONDAL ROAD,",Rajkot   360 002,22200722   ,rajkot,,
KRISHNA TRADERS - JAMNAGAR,K.V.ROAD, , ,Jamanagar    ,       ,JAMNAGAR, , 
Krishna Tyre & Oil Depot - Krishnanagar,"3 & 4 PUSHPARAJ  APARTMENT,","OPP.MARUTI PLAZA, OPP. VIJAYPARK BRTS,","100 FT ROAD, SARDAR CHOWK, KRISHNANAGAR",Ahmedabad  ,9979577362 9909525736  ,NARODA,NO TIN,"9979577362,9909525736"
KRISHNA TYRES AND OIL  - KRISHNANAGAR,"3 & 4 PUSHPARAJ  APARTMENT,","OPP.MARUTI PLAZA, OPP. VIJAYPARK BRTS,","100 FT ROAD, SARDAR CHOWK, KRISHNANAGAR",Ahmedabad  ,9979577362 9909525736  ,NARODA,24072704126,"9909525736, 9979577362"
KRUNAL AUTOMOBILES - KADI,"KADI-KALOL ROAD,","NEAR PANJRA POLE,",,KADI   382 715   ,02764-244052   ,KADI,,9879797952
KRUPAL AUTO SPARES - BARODA,"D-51, SHIV DARSHAN SOCIETY,","MANJALPUR, ", ,BARODA   390 011, 0265-2661174      ,BARODA, , 9825627877
KRUTISH AUTO AGENCY - AHMEDABAD,"SNEHA COMPLEX,","MIRZAPUR ROAD,", ,Ahmedabad  380 001 ,       ,MIRZAPUR, , 
KUBER AUTOMOBILES  - RAJULA,"OPP. I.O.C. PETROL PUMP,",HINORANA CHOWKDI',RAJULA,Rajula   364 560,02794-223689   ,RAJULA,,
KULDEEP ENTERPRISE - MIRZAPUR," G/35, GROUND FLOOR,", K.B.COMMERCOA; CEMTRE.,"NR DINBAI TOWER, LALDARWAJA ",Ahmedabad 380 001 ,25504134  9824062424    ,MIRZAPUR, , 9427705500   9824062424
KUMAR AUTO & TRACTORS -  BHARUCH ,"C-14/15, C.R. CHAMBERS,",OLD N.H. NO. 8, ,BHARUCH   392 001 ,(02642)249637      ,bharuch, , 9824739370
KUMAR AUTO AGENCY - KESHOD,"STATION ROAD,", , ,Keshod    ,       ,KESHOD, , 
KUMAR AUTOMOBILES -  SARKHEJ," NEAR SUNRISE HOTEL,","BAWLA ROAD,",SARKHEJ ,Ahmedabad 382 210 , 26890051  9824017407   9824516878  26890807,SARKHEJ, ," 9824516878, 9824017407"
KUMAR DIESEL - BHARUCH,"SHAKTI CHAMBERS,","NEAR POLICE CHOWKI,","ZADESHWAR CHOKDI, N. H. NO.8,",Bharuch ,02642-232081   ,bharuch,24210200767,9998289931/9825533757
KUMAR ENTERPRISE - PALANPUR,"AHMEDABAD HIGHWAY,","GATHAMAN CROSS ROAD,",,Palanpur   385 001,250813   ,PALANPUR, ,9426387231
KUMAR TRACTOR & AUTO PARTS - VAPI,"6, RAJ HANSH COMPLEX,","NEAR GIDC CROSS ROAD,","OPP, GOVINDA COMPLEX, VAPI",Vapi   ,9825111474   ,VAPI,24250700400,9825111474
KUMAR TRACTORS - JUNAGADH,"21, SARDAR PATEL BHAVAN.",JAYSHREE ROAD,,Junagadh   360 001,0285-2622302   ,JUNAGADH,,9427733334
KUMBER TRACTOR PARTS - AHMEDABAD,"NEAR AVON GARAGE,","SARKHEJ,", ,Ahmedabad  382 210 ,       ,SARKHEJ, , 
KURESH TRACTORS -  MIRZAPUR,"11, BABURAO KABADI MARKET,"," MIRZAPUR,", ,Ahmedabad 380  001 ,  25503918  9824062399  9328083153  ,MIRZAPUR, 24070700677 ,"9328083153 , 9824062399"
KUSHAL AUTOMOBILES - NAROL,"1st FLOOR, JAYJAGDISH ESTATE,","NAROL SARKHEJ HIGHWAY,",NAROL,Ahmedabad 382 405,25715107 9327065717  ,NAROL,,9327065717   9974575717
LABDHI TRADING CO.- PALDI,"F-1, SWASTIK FLAT,","NARAYAN NAGAR ROAD,",PALDI,Ahmedabad  ,9824044462   ,PALDI,24073903539,9824044462
Labh Corporation - Mirzapur," 1741/1, Rustam Ali's Dhal,"," B/h Bhavna Enterprise,"," Mirzapur,",Ahmedabad  380 001, 25431691   9428404525  ,MIRZAPUR, 24070701432, 9428404525
LALA AUTO PARTS -  RANOLI,"N.H.NO.8,","RANOLI CROSSING,", ,Ranoli    ,"(0265)O-271562 R-300534,775582    ",RANOLI, , 
LALA MOTORS - PORBANDAR,KHAK CHOWK,OPP. RANWADI,,Porbandar ,0286-2214270   ,PORBANDER,,
LANDMARK COMMERCIAL VEHICLES PVT.LTD. - ASLALI,"ROAD TRANSPORT CORPORATE CPD,","ASLALI RING ROAD, TA- DASKOI,","ASLALI,AHMEDABAD",Ahmedabad  ,9099981909 9712948240 079-65150046 ,NAROL,24074302616,"9099981909,9712948240"
LAXMAN AUTOMOBILES - GODHRA,"BHURAVAV CHAR RASTA,",OPP. S.B.I.,GODHRA - 389 001,Godhra 389 001,90166 12177 94265 28007 02672-262007 9426528007,GODHRA,NO TIN,90166 12177/9426528007
LAXMI  AUTOMOBILES. - TALAJA,"BUNDAR ROAD,",TALAJA , ,Talaja   364 140 ,02842- 222067 9426321110    ,TALAJA,24141400079,9426271873
LAXMI AUTO ENTERPRISE - BHAVNAGAR,"SUTHARWAD,", , ,Bhavnagar 364 001 ,9825205653 2511789     ,BHAVNAGAR, , 9825205653/9327182999
LAXMI AUTOMOBILE -  MEHSANA,"RADHANPUR CHAR RASTA,","OPP. SWAMINARAYAN TEMPLE, ", ,Mahesana 384 002 ,(02762)258556      ,Mehsana,24040704138 ,94262 81732 
LAXMI AUTOMOBILES  - RAJULA ,"NEAR VINUBHAI'S LATI,","STATION ROAD,", ,Rajula   365 560 ,02794-22727. R-21333    ,RAJULA, , 9898332272/9924181285
LAXMI AUTOMOBILES - BARODA,"TARSALI BYE PASS, N.H.NO - 8, NR,"," BHARAT PETROL PUMP,","NR, KRISHNA MAHADEV HOTEL, KRISHNA MARKET,TARSALI",Baroda ,9099729333   ,BARODA,NO TIN,9099729333
LAXMI AUTOMOBILES. - BARDOLI,"SHAKTI CHAMBERS,", , ,Bardoli    ,       ,bardoli, , 
LAXMI ENGINEERING CO. - MEHSANA,"HIGHWAY,", , ,Mehsana    ,"(02762)O-53234, R-54369,70    ",Mehsana, , 
LAXMI MOTOR ACCESSORIES -AHMEDABAD  ," 2, DHRUV COMPLEX,"," OPP. MANAV PETROL PUMP,","GOPARNAGAR, 132 RING ROAD, ",Ahmedabad   ,       ,AHMEDABAD, , 7932912016
LAXMI MOTORS -  NADIAD,"SHERKAND TALAV,", , ,Nadiad 387 001 ,0268-2564415  R-2567435    ,NADIAD, ,9824515576 
LAXMI MOTORS - HIMATNAGAR,"NOVENA HOUSE,","NEAR G.I.D.C,","MOTIPURA, HIMATNAGAR",Himat Nagar ,9924441800   ,HIMMATNAGAR,24050703680,9924441800
LAXMI MOTORS. -  SEVALIA,"NR. BUS STAND,","HIGHWAY ROAD,", ,Sevalia   388 245 ,(02699)O-33363 R:33463    ,SEVALIA, , 
LAXMI TRACTOR PARTS - DEHGAM,"C/o DHARSHAN TELECOM,","SUDAMA COMPLEX,",,Dehgam   382 305,9998591118   ,DEHGAM,,9998591118
LAXMI TRACTOR PARTS - HIMATNAGAR,"MOTIPURA HIGHWAY,","NR.KENAL,", ,Himatnagar    ,(02772)229897 228797    ,HIMMATNAGAR, NO TIN, 9825961295
LAXMI TRACTOR PARTS - TENPUR,DEHGAM BAYAD HIGHWAY,"TALUKA - BAYAD,",JILLA - ARAVALLI,BAYAD ,9998591118   ,BAYAD,NO TIN,9998591118
LAXMI TRADERS - AHMEDABAD,"J. RASIKLAL PETROL PUMP GALI,","NEAR JAIN TEMPLE,","O/S SHAHUR GATE,",Ahmedabad  380 004,   ,AHMEDABAD, ,9898083787 / 9879503787
LAYLAND AUTOMOBILES - RANOLI,SHOP NO.6,MARUTI COMPLEX,"G.I.D.C., RANOLI",BARODA   391 350,0265-2308591   ,RANOLI,,
LEYLAND  HOUSE - CHANDKHEDA,"SHOP.NO - 7, ","8, MARUTI PLAZA, NR SATYAMEV HOSPITAL,","KALOL HIGHWAY ROAD, CHANDKHEDA",Ahmedabad  ,55268551 98987 21701  ,CHANDKHEDA, ,98987 21701
LEYLAND AUTOMOBILES - ANAND,"2, SHOPPING CENTRE,","CHIKHODRA CROSSING,", ,Anand   388 320 ,(02692)O-251059      ,Anand, , 
LEYLAND HOUSE -  RANOLI,"10, MARUTI COMPLEX,","G.I.D.C.,", ,Ranoli   391 350 ,(0265)O-300591      ,RANOLI, , 
LEYMERCE AUTOMOBILES - AHMEDABAD,KHANPUR,,,Ahmedabad  380 001,   ,MIRZAPUR,,
LION TRACTORS MARKETING CO. -  AHMEDABAD,"OPP.SHREENATH FORT,","NR BHAMARIA KUVA BUS STAND,","LAMBHA TURNING,",Ahmedabad   ,5712561/5712523      ,AHMEDABAD, , 
LUCK AUTOMOBILES - ATKOT,"NEAR ZALAK AUTOMOBILES,","JASDAN ROAD,",ATKOT,ATKOT  ,9974802060   ,Atkot,NO TIN,9974802060
LUCKY AUTO AGENCY - AHMEDABAD,"40/2, K.B.COMMERCIAL CENTRE,","DINBAI TOWER,", ,Ahmedabad  380 001 ,O-5507400 (R) 3 81876    ,MIRZAPUR, , 
LUCKY AUTO PARTS - KANODAR,"HIGHWAY ROAD,", , ,Kanodar   385 510,(02742)P.P.2416 26    ,KANODAR, , 
LUCKY MOTORS - AHMEDABAD,VYAPAR BHAVAN,"NEAR MITHAKHALI SIX ROAD,", ,Ahmedabad  380 006 ,       ,NAGARI, , 
LUCKY MOTORS - JAMNAGAR,"NEAR NAGNATH GATE CHAR RASTA,","VICTORIYA BRIDGE ROAD,",JAMNAGAR,Jamnagar ,9712504040   ,JAMNAGAR,24100402044,9712504040
M .SHAH TUBE AND ENGINEERING PVT. LTD.,,CHANDKHEDA,,Ahmedabad  ,   ,CHANDKHEDA,,
M. A. AUTOMOBILES -  BARODA,"D-142, BAHAR COLONY,","NEAR G.B. SUB STATION,","AJWA ROAD,",BARODA   390 019 ,0265 2524806 ) 2570907 (R)    ,BARODA, , 
M. K. AUTO CORPORATION - BARODA,"SAPAN COMPLEX,",OPP. RUPAM CINEMA,,BARODA   390 001,   ,BARODA,,
M. K. ENGINEERS - AHMEDABAD,"9/A, HIGHWAY COMMERCIAL CENTRE,",NEAR MOTI BAKERY,DANI LIMADA,Ahmedabad  ,25331190 25328995  ,NAROL,,9824614410
M. K. MOTORS - CHHANI,"OPP. GURUDWARA,",CHHANI,DIST. BARODA,Chhani   391 740,0265-3208435   ,CHHANI,,9904053315
M. K. MOTORS - MANKUVA,"NEAR BHUMI PETROL PUMP,","BHUJ NAKHARANA HIGHWAY, ","AT. MANKUVA,  BHUJ  (KUTCH)",BHUJ1  370 030,02832-277278 8141484124  ,BHUJ,24010503817,8141484124
M. R. CENTRE - RAJKOT,NEAR KRISHNA HOTEL,"KOTHARIYA RING ROAD,",,Rajkot ,222226   ,rajkot,NO TIN,
M. S. K. TRACTORS - AHMEDABAD,"21/22, JAIHIND BABURAO MARKET,","NEAR G.P.O,","MIRZAPUR RAOD,",Ahmedabad  380 001,25502619   ,AHMEDABAD,,
M.A. MASTER & SONS - PALANPUR,"NEAR PETROL PUMP,","HIGHWAY,", ,Palanpur   385 001 ,"(02742)O-55043, 57065    ",PALANPUR, , 
M.M.VORA AUTOMOBILES LTD. -  BARODA, ,"BEHIND NYAYMANDIR,", ,BARODA   390 001 ,"2432445,2580766 ,2580801    ",BARODA, , 9825097988 
M.R. AUTO PARTS - IDAR,"STATION ROAD,", , ,Idar    ,       ,IDAR, , 
M.S.K. TRACTORS - MIRZAPUR,"KABADI MARKET,","MIRZAPUR,", ,Ahmedabad   ,       ,MIRZAPUR, , 
M.SHARIF & CO. - SIDDHPUR,"ZAMPALI POLE,","STATION ROAD,", ,Siddhpur    384 151,       ,SIDHPUR, , 
MAA AUTO PARTS - VISNAGAR,"G-6, RUDRAX ARCADE,","OPP, RED CHILLI  HOTEL,","KHERALU ROAD, VISNAGAR",Visnagar ,9825641746   ,VISNAGAR,NO TIN,9825641746
MAAKRUPA TRACTOR PARTS - MEHSANA ,OPP.PATEL AUTOMOBILES,"HIGHWAY,", ,Mehsana   384 002 ,58761 R-75312      ,Mehsana, , 
MADHUKAR SPARES - DEESA,"1, RAJENDRA SHAKTI,","NR. WEIGH BRIDGE,","RTO CHECK POST,",Deesa   385 535,02744-270631    ,DEESA,24020900959,9601602907
MADNI AUTOMOBILES -  HIMATNAGAR,"NEAR HATHMATI BRIDGE,","HIGHWAY ROAD,", ,Himatnagar   383 001 ,02772-246091 R-241957    ,HIMMATNAGAR, , 94263 91388
MAHADEV AUTO PARTS - RAJKOT,"RONAK COMMERCIAL COMPLEX,","107, FIRST FLOOR,  NEAR KEVALYA DHAM,","OPP, BOMBAY HOTEL, GONDAL ROAD,",Rajkot ,98253 75201 0281-2481250  ,rajkot,24090600896,"98253 75201, "
MAHADEV AUTOMOBILES - RAJKOT,"MARKETING YARD ROAD,",NEAR R.T.O.,,Rajkot   360 003,2704865   ,rajkot,,
MAHADEV MOTORS - BODELI,"DABHOI ROAD,",,,Bodeli 391 135,02665-222187 9879466494   ,BODELI, ,"9879466494 , 9898552488"
MAHAKALI AUTO PARTS - KHAMBHAT,"NEAR AMBIKA WEIGH BRIDGE,","KANSARI,",DIST. ANAND,KHAMBHAT   388 630,02698-224337 224344 R-220101 ,KHAMBHAT, ,"9824432804,9898294337"
MAHAKALI AUTO PARTS - SIDDHAPUR,"OPP. AMIN GLASS & PLAYWOOD,","TAWADIYA CHAR RASTA,",STATE HIGHWAY,Siddhpur   384 151,   ,SIDHPUR,,9998344061 /9998359215
MAHAKALI ENGINEERING - MEHSANA,"SHOP.NO - 1, ","BELOW SHYAM RAJYA FLATE,","REOTAN ROAD, MEHSANA",Mehsana 384 002,9327081861   ,Mehsana,,9327081861
MAHALAXMI AUTO PARTS - DEESA,"MAHAKALI SHOPPING CENTRE,","R.T.O. CHECK POST,","DHANERA ROAD,",Deesa 385 535,9726812595   ,DEESA,NO TIN,9726812595
MAHALAXMI AUTO PARTS - SHAHIBAG,"OPP. TATA MILLS,","SHAHIBAUG ROAD,",,Ahmedabad  ,25621456   ,AHMEDABAD,,
MAHALAXMI AUTOMOBILES - ADALAJ," 9, KRISHNA COMPLEX,","OPP. ADALAJ BUS STAND,",AHMEDABAD MEHSANA HIGHWAY ,Ahmedabad   382 421,       ,AHMEDABAD, , 
MAHALAXMI AUTOMOBILES - MODASA,GANESHPUR,,,Modasa   383 315,242794   ,MODASA,,
MAHALAXMI AUTOMOBILES - NAROL,"OPP. SHAHWADI BUS STAND,","RAMDEV ESTATE LANE, N.H. 8,","NAROL ASLALI ROAD, NAROL",Ahmedabad 382 405,25716645 25716677 65239140 r-65239160,NAROL,,"9824030423 , 9374570864"
MAHALAXMI AUTOMOBILES -NARODA,"NEAR MEMCO BUS STAND,","MEMCO , NARODA ROAD,", ,Ahmedabad  380 025 ,22820287 R-2813573    ,NARODA, ,9825855642
MAHALAXMI ENGINEERING CO.-BOTAD,"NEAR VASANT CINEMA,",,,Botad 364 710,02849-253093 242760 R-252126 942634666,BOTAD, ,942634666
Mahalaxmi Machinery Stores - Umreth,"115/ Sardar Complex,","Opp Bus Stand,","Near Petrol Pump,",Umreth    388 220,   ,UMRETH,NO TIN,9426370583
MAHALAXMI MOTORS -  BARODA,"2,SANYAM APPARTMENT,","OPP.KHADI GRAMODHYOG KENDRA,","BHUTADIZAMPA,",BARODA    ,0265 2425878 (O )    ,BARODA, , 
MAHALAXMI MOTORS - GANDHINAGAR,"PLOT NO. 165/2,","Near Nigam Petrol Pump,",Sector No. 21,Gandhinagar  ,   ,GANDHINAGR,NO TIN,9879121983/9825299732
